sku,name,desc,price,promo_price,in_stock,type
LGE0037-A,"Open - 27UD58-B LG Monitor 27 ""4K UHD DisplayPort",Monitor for gamers and multimedia professional use with two HDMI ports for Mac and PC,429.0,381.59,0,1298
PEB0009-A,Open - Pebble Smartwatch Time Steel Black,Bluetooth Smart Watch with steel case leather strap color display compatible with iPhone,299.99,1.210.552,0,1298
QNA0227,QNAP TS-451A NAS Server | 4GB RAM,NAS server with 4GB of RAM memory 2 Gigabit ports and advanced tools for Mac and PC,479.99,462.99,1,12175397
QNA0172-A,Open - QNAP NAS server TS-451A | 2GB RAM,NAS server with 2GB of RAM memory 2 Gigabit ports and advanced tools for Mac and PC,494.89,3.981.723,0,1298
OWC0210,OWC Mercury Elite Pro Dual Box USB 3.1 Raid Thunderbolt 2,RAID outer box 35 inches or 25 inches with free SATA and USB 3.1 Thunderbolt 2 for Mac and PC,362.99,2.859.896,0,11935397
MAC0131-A,(Open) Macally Keyboard cover Transparent Keyboard Protector Magic,Keyboard Cover for Apple Magic Keyboard,16.95,87.778,0,1298
LIF0061-A,Open - Lifeproof nüüd Waterproof Case Black iPad Air 2,Waterproof protective cover and extreme conditions for iPad Air 2.,119.99,735.298,0,1298
KUA0016-A,Open - Kukaclip Support Case Car + iPhone 6 / 6S Plus Blue,Magnetic car holder with 360 degrees rotating Cover for iPhone 6 Plus.,24.99,50.478,0,1298
MUV0169-A,"Open - Muvit On / Off iPad Case Pro 97 ""Black",Cover and support functions on and off for iPad Pro 97,22.95,13.068,0,1298
SPE0146-A,Open - Speck SeeThru Satin MacBook Pro Retina housing 13 '' Black,Housing for MacBook Pro with Retina display 13-inch (June 2012),49.9,288.787,0,1298
GRT0457,Griffin Travel Battery Backup Power Bank for Apple Watch Aluminum,1050 mAh external battery with MFi certified compact design and Apple Watch,81.95,599.894,0,1515
KAN0057,Kanex GoPower 4000mAh Battery for Apple Watch,4000mAh External Battery Light for Apple Watch and iPhone,119.95,899.901,0,1515
OWC0211,OWC Mercury Elite Pro Dual mini USB-C Raid Box,External box aluminum mini two bays RAID 0 and RAID 1 USB-C (cable included) for Mac and PC,120.99,999.896,0,11935397
BEL0228-A,Open - Cable Belkin Mini DisplayPort to HDMI 4K 18m,Mini DisplayPort to HDMI Cable High Resolution 18m,39.99,21.27,0,1325
MUV0165-A,(Open) Tempered Glass Protector Muvit iPad Pro 033mm,Glass screen protector anti damage for iPad Pro,34.95,194.089,0,1298
APP1209-A,Open - Apple Magic Spanish Keyboard Keyboard Mac,Spanish Keyboard Mac and Apple iPad Ultrathin Bluetooth,119.0,1.090.004,0,1298
NEA0003-A,Open - Netatmo home thermostat for iPhone and iPad,Refurbished thermostat for iPhone iPad wifi Mac design Stark,179.0,1.409.061,0,11905404
SAN0173,Sandisk Extreme Pro Memory Card microSDXC UHS-I l 128GB - 95MB / s-90MB / s,128GB memory card microSDXC UHS class lll v30 for 4K video and speeds 95MB / s-90MB / s,99.99,842.801,0,57445397
SAN0172,Sandisk Extreme Pro Memory Card UHS-I l microSDXC 64GB - 95MB / s-90MB / s,Memory card 64GB microSDXC UHS class lll speeds and 95MB / s-90MB / s,54.99,492.797,0,57445397
SAN0137-A,Open - Sandisk Ultra 32GB USB Pen-Drive-C,32GB USB flash drive for Type C devices,15.99,122.804,0,1298
OWC0049-A,"Open - Installation Kit OWC SSD / HDD 25 ""Mac mini (2011/2012)",Installation Kit SSD / Hard for Mac mini (2011-2012) Disco.,34.99,207.235,0,1298
TWS0098-A,Open - Twelve South Stand TimePorter Travel Apple Watch White,Stand and Case for Apple Watch in white,54.99,499.899,0,1298
PEB0003-A,Open - Pebble Smartwatch Time Black,Bluetooth watch intelligent microphone and simple and comprehensive interface.,169.95,748.604,0,1298
STA0034,Startech Adapter Black Thunderbolt Thunderbolt 3,Thunderbolt adapter 3 USB- C Thunderbolt first generation Thunderbolt 2,135.99,1.099.902,0,12585395
STA0035,USB-C Startech VGA Adapter Black,Adapter with reversible USB connection VGA-C (compatible with Thunderbolt 3) Mac and PC,53.99,449.902,1,12585395
STA0036,Startech USB Adapter VGA-C Blanco,Adapter with reversible USB connection VGA-C (compatible with Thunderbolt 3) Mac and PC,53.99,35.989,1,12585395
STA0031-A,Open - Startech USB-C HDMI Adapter Black,Adapter with USB-C reversible HDMI connection supports Mac and PC conThunderbolt 3,39.99,211.495,0,1298
STA0038,Startech USB adapter to HDMI-C White,Adapter with reversible USB-C connection HDMI (compatible with Thunderbolt 3) Mac and PC,39.99,299.899,1,12585395
STA0042,Startech USB Adapter DVI-C White,Adapter with USB-C reversible Digital DVI connection (compatible with Thunderbolt 3) Mac and PC,49.99,329.894,1,12585395
STA0039,Hub Startech USB to VGA DVI-C Mini DisplayPort HDMI and 4K Aluminum,Hub Thunderbolt connection 3 / USB-C VGA DVI to HDMI and Mini DisplayPort and integrated magnetic cable manager for Mac and PC,128.99,899.901,1,12585395
NTE0087-A,Open - NewerTech Cable HDMI to HDMI 1.4A 090m,HDMI to HDMI Cable of 09 meters.,9.95,28.169,0,1298
OWC0039-A,Open - Mac OWC Memory 4GB DDR3 1600MHz SO-DIMM,4GB RAM MacBook Pro and Mac mini iMac (2012).,40.99,326.676,0,1298
LAC0176-A,Open - LaCie Porsche Design Mobile 4TB USB-C and USB 3.0,External Hard Drive 4TB USB refitted-C and USB 3.0 connection for Mac and PC,199.99,127.465,0,11935397
STA0040,Startech USB Hub Charger-C to HDMI 4K 2 USB 3.0 ports and Ethernet Gigabite,Hub Thunderbolt connection 3 / USB to HDMI 4K-C Gigabit Ethernet port and two USB 3.0 ports for Mac and PC,146.99,1.099.902,1,12585395
STA0041,Startech USB Hub-C or VGA to HDMI 4K USB 3.0 and Gigabit Ethernet,Hub with USB-C connection VGA port or HDMI 4K Gigabit Ethernet port and USB 3.0 for Mac and PC,123.99,899.901,1,12585395
ELG0048,Elgato Eve Motion Sensor Motion,Motion sensor with Bluetooth connection for iPhone iPad and iPod compatible with HomeKit,49.95,499.899,1,11905404
CRU0016-A,Open - Mac Memory 4GB Crucial DDR3 1066MHz SO-DIMM,4GB RAM Mac mini iMac MacBook and MacBook Pro (2009/10).,53.99,53.989,0,1298
TRA0030-A,"Open - Transcend JetDrive Lite 330 256 GB Macbook Pro Retina 13 """,MLC memory card 256 GB Macbooks Retina 13 inches pulgadasLate 2012 - 2015 Early inches.,182.0,170.836,0,1298
WAC0084-A,Open - Wacom Cintiq 13HD interactive pen display Mac and PC,Portable LED graphics tablet with pen Pro for Mac and PC,899.99,6.342.111,0,1298
NTE0092-A,(Open) NewerTech Adapter USB 3.0 to DVI / HDMI / VGA HD,MÌ¼ltiple display adapter USB 3.0 video to DVI / HDMI / VGA HD.,78.99,599.906,0,1298
SAT0036-A,Open - Satechi Aluminum HDD Dock Mac,Dock with DVD HDD SATA SSDs and two USB 3.0 ports 3 and SD card reader for Mac and PC,69.99,34.969,0,1298
STA0048,Startech USB-C to USB-C Cable 1m Black (compatible with Thunderbolt 3-port),USB cable connection USB-C-C and reversible design for Mac and PC,14.99,129.906,0,1325
STA0060,Startech USB-C Gigabit Ethernet Adapter White,USB-C adapter Gigabit Ethernet high-performance Mac and PC,52.99,399.905,1,12585395
STA0050,Startech USB-C Gigabit Ethernet Adapter Silver,C adapter with USB-Gigabit Ethernet connection with compact aluminum design for Mac and PC,63.59,469.904,1,12585395
STA0047,Startech USB Hub-C and 3-C USB USB-A Black,Hub with USB-C connection 3 USB-A ports and 1 USB-C port (compatible with Thunderbolt 3) for Mac and PC,52.99,429.901,1,12585395
STA0054,Startech USB Hub 3-C USB 3.0 and Gigabit Ethernet Power Adapter,Hub with USB-C connection 3 USB 3.0 ports and an additional port Gigabit Ethernet with power adapter for Mac and PC,93.99,749.898,1,12585395
STA0051,Startech USB-C 4K HDMI 60Hz Black,USB-C adapter with HDMI connection (compatible with Thunderbolt 3) for Mac and PC,47.99,399.905,1,12585395
BNQ0053,"PD2700Q Monitor Benq 27 ""QHD 10bit HDMI pivotable",2K monitor 27 for design professionals sRGB 100% 350cd / m2 animation and editing mode for Mac and PC,337.0,3.369.995,0,1296
STA0049,Startech USB-C Adapter USB 3.1 Gigabit Ethernet + Extra Black,USB-C adapter cable (compatible with Thunderbolt 3) and two connections: Ethernet and USB 3.1 for new MacBook,70.99,529.895,0,12585395
STA0061,Startech USB-C Gigabit Ethernet Adapter 2 + USB 3.0 Extra Black,USB-C adapter cable (compatible with Thunderbolt 3) Two Gigabit Ethernet ports and 1 USB 3.0 port for new MacBook,109.99,799.895,0,12585395
TPL0038,TP-LINK Cable 1m White Lightning IFM,USB charging cable and Lightning 1 meter long with MFi certified for iPhone iPad and iPod,12.99,89.891,0,1230
STA0053,Startech Reader / Writer SD Card 4.0 UHS II 2 slots for USB-C,SD reader and writer SDHC or SDXC cards and USB 3.0 and USB -C connection for Mac and PC,68.99,499.899,0,12585395
STA0062,Startech Mini DisplayPort to DisplayPort Cable 18m 4k Black,Cable adapter Mini Displayport to Displayport compatible with 4K content for Mac and PC,11.99,99.898,0,1325
STA0063,StarTech Cable FireWire 800 9-6 pins 18m Black,FireWire Cable Firewire 800 connection with 9-pin to 6-pin Firewire for Mac and PC,14.99,109.868,0,1325
TAM0012,Tangram Comba Smart Led Rope Chrome Size M,Jump rope with LED lights built 360-degree sensor design includes APP egonómico,89.95,599.906,0,11905404
BOS0051,IE SoundSport Bose Headphones Blue Neon IFM,In-Ear Headphones with earplugs sports parts for iPhone iPad and iPod.,99.0,859.899,0,5384
NTE0108,NewerTech USB 3.0 to Gigabit Ethernet Adapter,USB 3.0 adapter with Ethernet connection cable (94cm) for Mac and PC,35.99,249.901,1,1325
NTE0109,NewerTech HDMI Video Accelerator,Video Accelerator HDMI connection for Mac and PC,29.99,219.905,1,12585395
LEE0016,Leef iBridge 3 PenDrive 32GB Black Lightning IFM,32GB flash drive with USB 3.0 connection and Lightning for iPhone iPad and iPod,69.99,702.804,0,42945397
NTE0110,"NewerTech NuPower Charger 60W USB-C for MacBook Pro 12 ""/ 13"" / 15 ""2015-2016",60W charger with USB-C and USB 3.0 connection (USB-C) loads the MacBook and MacBook Pro 12-inch (including Touch Bar) and iPhone,72.99,599.906,0,1515
NTE0111,"NewerTech antistatic StoraDrive Disc Box 35 """,antistatic storage box 2 hard drives 35,17.99,129.906,1,12995397
STA0043,Startech charging cable Thunderbolt 3 05m Black (compatible USB-C),Cable length 05 m with connection Thunderbolt Thunderbolt 3 to 3 for Mac and PC,33.99,249.901,1,12585395
STA0044,Startech charging cable 1m Thunderbolt 3 20Gb / s (compatible USB-C) Black,Cable length 3 to 1 meter Thunderbolt Thunderbolt connection 3 for Mac and PC,39.99,299.899,1,1325
STA0045,Startech charging cable 2m Thunderbolt 3 20Gb / s (compatible USB-C),Cable length 2 meters connection Thunderbolt Thunderbolt 3 to 3 for Mac and PC,49.99,349.896,1,1325
NTE0112,Snuglet NewerTech adapter to prevent accidents MagSafe 2,MagSafe adapter part 2 maintains the firm for MacBook Pro and MacBook Air,19.99,179.903,1,54085407
NTE0113,NewerTech Kensington Adapter for MacBook Pro Retina Security,Kensington slot adapter for MacBook Pro Retina 2012-2015 (includes tools),34.99,249.901,0,12585395
SAM0100-A,Open - Samsung Pro + SDXC Memory Card UHS Class 3 | 64GB,SDXC Memory Card 64GB UHS Class 3 speeds of 95MB / 90MB,83.69,477.733,0,1298
WAC0160-A,Open - Wacom Intuos Graphics Tablet S Draw with pencil White,graphics tablet with pen and Art Rage Lite software included for Mac and PC,79.9,637.606,0,1298
STA0046,Startech USB-C Mini Adapter USB-A Black,Adapter with USB-C connection to USB-A compatible with Thunderbolt 3 for Mac and PC,20.99,149.895,1,12585395
STA0052,Startech USB-C 4K HDMI 60Hz White,C USB-HDMI adapter compatible with Thunderbolt 3 Connection for Mac and PC,47.99,399.905,1,12585395
STA0058,Startech USB-C to DVI Cable 1m Black,With reversible USB-adapter C Digital DVI connection for Mac and PC,53.99,399.905,0,12585395
STA0059,Startech USB-C Cable to VGA 1m Black,1m adapter cable with USB-C reversible VGA connection for Mac and PC,62.99,449.902,0,12585395
LOG0185-A,(Open) Ultimate Ears Boom Portable Bluetooth Speaker 2 Black / Gray,Logitech Bluetooth speaker with Micro waterproof iPhone iPad and iPod USB.,209.0,1.174.036,0,1298
LGE0038-A,"Open - LG 27UD88-W Monitor 27 ""UHD 4K USB 3.0 USB-C",99% Professional Monitor sRGB color calibrator cable USB-C connection for Mac and PC,599.0,5.385.377,0,1298
GTE0073-A,Open - G-Technology G-RAID Thunderbolt 12TB Extraóble 2 USB 3.0 silver,12TB RAID disk with 2 bays and removable disks Thunderbolt connection 2 and USB 3.0 for Mac and PC,1017.7,8.077.734,0,1298
STA0055,Startech USB-C Adapter USB-A Black,Cable adapter with USB-C to USB 3.0 connection compatible with Thunderbolt 3 for Mac and PC,22.99,159.889,1,12585395
TPL0039,TP-Link Gigabit Router C1200 Archer Wi-Fi ac 1200 Dual Band,Router with double bandwidth (2.4GHz and 5GHz) 3 antennas 1 USB 2.0 port and 4 LAN ports for iPhone and iPod Mac,89.9,699.888,0,1334
STA0056,Startech USB-C Cable DisplayPort 18m 60Hz 4K Black,18m adapter cable with USB-C connection DisplayPort 4K resolution for Mac and PC,53.99,429.901,1,12585395
STA0057,Startech USB-C Cable to HDMI 4K 30Hz 2m Black,2 m Cable adapter with USB-C connection to HDMI 4K 30Hz and compact design for Mac and PC,58.99,449.902,1,12585395
TPL0040,TP-Link Extender coverage RE200 - AC750 Wi-Fi repeater,Coverage Extender Ethernet port speed dual band and button to extend the Mac and PC range,44.9,309.893,0,1334
TUC0308,"Tucano Nido Hard-Shell Case MacBook Pro 13 ""(Late 2016) Black",Protective cover with slip rubber feet 13 inches for Macbooks Late 2016 (with / without Touch Bar),29.9,249.901,1,13835403
TUC0309,"Tucano Nido Hard-Shell Case MacBook Pro 13 ""(Late 2016) Transparent",Protective cover with slip rubber feet 13 inches for Macbooks Late 2016 (with / without Touch Bar),29.9,249.901,1,13835403
TUC0310,"Tucano Nido Hard-Shell Case MacBook Pro 13 ""(Late 2016) Blue",Protective cover with slip rubber feet 13 inches for Macbooks Late 2016 (with / without Touch Bar),29.9,249.901,1,13835403
TUC0311,"Tucano Nido Hard-Shell Case MacBook Pro 15 ""(Late 2016) Black",Protective cover with slip rubber feet for Macbooks 15 inches (Late 2016),34.9,299.899,1,13835403
TUC0312,"Tucano Nido Hard-Shell Case MacBook Pro 15 ""(late 2016) Transparent",Protective cover with slip rubber feet for Macbooks 15 inches (late 2016),34.9,299.899,1,13835403
TUC0313,"Tucano Nido Hard-Shell Case MacBook Pro 15 ""(late 2016) Blue",Protective cover with slip rubber feet for Macbooks 15 inches (late 2016),34.9,299.899,0,13835403
GRT0419-A,Open - Griffin BreakSafe Magnetic USB Charging Cable C-18Mt,Charging cable and connector magnetic fast libreación Griffin Macbook 12 inches,34.99,214.998,0,1298
PHI0066-A,Open - Philips Hue White Set 2 bulbs 9.5W E27 + A60 Bridge,Kit 2 + bridge white bulbs illuminated HUE,79.95,607.134,0,1298
TUC0298,"Top Tucano Second Skin Case Macbook Pro 13 ""(late 2016) Black",Protective cover with reinforced zipper and additional pocket Macbooks 13 inches (Late 2016),34.9,299.899,1,13835403
BLM0017,Blue Microphones Snowball USB microphone Ice White,condenser microphone cardioid polar pattern (frontal mode) USB connection for Mac and PC,59.99,579.905,0,11905404
TUC0302,"Top Tucano Second Skin Case Macbook Pro 15 ""(late 2016) Black",Protective cover with reinforced zipper and additional pocket Macbooks 15 inches (Late 2016),34.9,299.899,1,13835403
TUC0299,"Top Tucano Second Skin Case Macbook Pro 13 ""(late 2016) Blue",Protective cover with reinforced zipper and additional pocket Macbooks 13 inches (Late 2016),34.9,299.899,1,13835403
TUC0303,"Top Tucano Second Skin Case Macbook Pro 15 ""(late 2016) Blue",Protective cover with reinforced zipper and additional pocket Macbooks 15 inches (Late 2016),34.9,299.899,1,13835403
TUC0304,"Top Tucano Second Skin Case Macbook Pro 15 ""(late 2016) Fucsia",Protective cover with reinforced zipper and additional pocket Macbooks 15 inches (Late 2016),34.9,299.899,0,13835403
PAR0074,Parrot 550mAh battery for MiniDrones,550mAh rechargeable battery for Parrot minidrones,17.99,109.904,0,11905404
PAC1892,Crucial SSD expansion kit MX300 275GB + 8GB 1333Mhz RAM for Mac mini 2011,275GB + SSD expansion 8GB 1333Mhz RAM for Mac mini 2011 tools kit,261.36,2.355.846,0,1433
PAC1876,expansion kit 275GB + SSD Crucial MX300 Datadoubler for Mac mini 2009 to 2010,SSD upgrade kit 275GB + Datadoubler for Mac mini 2009 to 2010 with tools,206.38,151.584,0,1433
PAC1877,expansion kit 525GB + SSD Crucial MX300 Datadoubler for Mac mini 2009 to 2010,SSD upgrade kit 525GB + Datadoubler for Mac mini 2009 to 2010 with tools,266.65,2.045.844,0,1433
PAC1896,Crucial SSD expansion kit MX300 275GB + 16GB 1333Mhz RAM for Mac mini 2011,275GB + SSD expansion 16GB 1333Mhz RAM for Mac mini 2011 tools kit,317.36,2.935.847,0,1433
PAC1897,Crucial SSD expansion kit MX300 525GB + 16GB 1333Mhz RAM for Mac mini 2011,525GB + SSD expansion 16GB 1333Mhz RAM for Mac mini 2011 tools kit,377.63,3.475.846,0,1433
PAC1898,SSD Crucial MX300 expansion kit 1TB + 16GB 1333Mhz RAM for Mac mini 2011,SSD expansion 1TB + 16GB 1333Mhz RAM for Mac mini 2011 tools kit,512.31,4.515.841,1,1433
PAC1880,Crucial SSD expansion kit MX300 275GB + 8GB RAM 1066Mhz + Datadoubler for Mac mini 2009 to 2010,SSD upgrade kit 275GB + 8GB RAM 1066Mhz + Datadoubler for Mac mini 2009 to 2010 with tools,314.36,2.595.849,0,1433
PAC1884,Crucial SSD expansion kit MX300 275GB + 16GB 1066Mhz RAM + Datadoubler for Mac mini 2010,SSD upgrade kit 275GB + 16GB 1066Mhz RAM + Datadoubler for Mac mini 2010 tools,406.36,3.505.842,0,1433
PAC1885,Crucial SSD expansion kit MX300 525GB + 16GB 1066Mhz RAM + Datadoubler for Mac mini 2010,SSD upgrade kit 525GB + 16GB 1066Mhz RAM + Datadoubler for Mac mini 2010 tools,466.63,4.055.847,0,1433
PAC1888,Crucial MX300 275GB SSD expansion kit for Mac mini 2011 to 2012,SSD upgrade kit for Mac mini 275GB Mid 2011 to Late 2012 tools,153.38,1.285.843,0,1433
PAC1889,Kit Crucial MX300 525GB SSD expansion for Mac mini 2011 to 2012,SSD upgrade kit for Mac mini 525GB Mid 2011 to Late 2012 tools,213.65,1.835.848,0,1433
PAC1890,Crucial MX300 1TB SSD expansion kit for Mac mini 2011 to 2012,SSD upgrade kit for Mac mini 1TB Mid 2011 to Late 2012 tools,348.33,2.875.843,1,1433
PAC1909,expansion kit 525GB SSD Crucial MX300 for Mac mini 2014,Upgrade kit 525GB SSD for Mac mini 2014 tools,219.64,1.865.844,0,1433
GRT0434-A,Open - Griffin Survivor iPhone Case Wallet Clear 7 Black / Transparent,Polycarbonate cover with lid and slots for iPhone 7,29.99,12.342,0,1298
IFX0017-A,Open - Battery Kit complete change iFixit iPhone 4 Battery,Battery replacement kit with tools for iPhone 4.,19.95,18.991,0,1298
SAT0023-A,Open - Satechi USB Hub-C to USB / Micro SD / SD / USB-C Gray Space,Reconditioned hub with two USB 3.0 SD Micro SD and USB-C port for Mac and PC,54.99,349.896,0,12585395
WAH0002-A,Open - Wahoo Fitness Blue HR heart rate monitor iPhone iPad and iPod,Wireless heart rate monitor iPhone iPad and iPod Touch.,79.99,39,0,11905404
LGE0031-A,"Open - LG Monitor 24 ""W 5ms HDMI 24MP58VQ-White",Monitor 24-inch FHD IPS refitted HDMI connection 5ms response time thin frame.,159.0,134.99,0,1296
OWC0161-A,"(Open) expansion Kit SSD 240GB 6G OWC Aura for MacBook Air 11 ""and 13"" from 2010 to 2011",SSD 240GB expansion for MacBook Air 11-inch and 13-inch Late 2010 to Mid 2011 Kit tools,217.99,1.815.835,0,1298
WDT0347-A,Open - WD My Passport 1TB External Hard Drive 25 USB 3.0 Red,1TB External Hard Drive USB 3.0 with Mac and PC Lightweight and compact design,89.99,667.944,0,1298
PAC1914,"Second hand - Apple iMac 20 ""Core 2 Duo 24GHz | 2GB RAM | 250GB HDD | Early 2008",IMac used 20 inch Core 2 Duo 24GHz | 2GB RAM | 250GB HDD | Early 2008 (MB323LL / A),309.99,2.915.846,0,1282
TUC0269-A,"Open - Tucano iPad Case Filo Pro 9.7 ""Blue",resistant rigid sheath with satin finish reconditioned for cases Pro 97,39.99,256.789,0,12635403
ZAG0018-A,"Open - Zagg iPad Keyboard Pro Messenger 129 ""Black",Cover with ultra resistant reconditioned and backlit keys keyboard cases Pro 129 inches,89.99,236.014,0,54025401
APP1913-A,Open - Apple Thunderbolt Adapter 3 / USB-C Thunderbolt 2 White,Thunderbolt adapter 3 / USB-C Thunderbolt 2 MacBook Pro 13 inches and 15 inches,59.0,502.116,0,12585395
SPE0171-A,"Open - Speck SeeThru Case Macbook Air 13 ""Blue Calypso",Protective housing MacBook Air 13 inches,49.9,315.109,0,1298
IKM0045-A,Open - IK Multimedia iRig Keys USB controller 25 25 mini keys for Mac iPad iPhone iPod,Mini keyboard with 25 keys for Mac iPhone iPad and iPod.,73.19,475.444,0,1298
KIN0156-A,Open - Kingston SSD Disk 240GB UV400,SSD HDD 240GB SATA 3.0 6Gb / s for Mac and PC,100.77,926.456,0,1298
SAM0110-A,"Open - Samsung S22F350FHU Monitor 22 ""Full HD LED HDMI Black",22 Eco Monitor mode for energy saving super slim design and base circulate for Mac and PC,129.99,997.822,0,1298
APP1471-A,Open - Apple iPhone 16GB Space Gray,New iPhone SE with 4 inch 16GB free,489.0,4.476.866,0,1298
SAN0167,Sandisk Extreme Memory Card microSDHC UHS-I 32GB v30 90MB / s-60MB / s,Micro memory card reading speed 90MB / s and speed of video: U3 C10 and V30 (adapter included),29.99,232.804,0,57445397
SAN0171,Sandisk Extreme Pro microSDHC Memory Card 32GB UHS-I 95MB / s 90MB / s,Micro memory card reading speed 95MB / s and speed of video: U3 C10 and V30 (adapter included),34.99,252.793,0,57445397
SAN0175,Sandisk Extreme Pro Memory Card microSDXC UHSII 128GB 275MB / s-100MB / s,64GB memory card write speed of 275MB / s and write 100MB / s with USB 3.0 adapter included,249.99,2.292.805,0,57445397
PAC1923,"Second hand - Apple iMac 215 ""Core i5 Quad-Core 27GHz | 8GB RAM | 1TB HDD | Late 2012 (MD093LL / A)",IMac used i5 215 inch quad-core 27GHz | 8GB RAM | 1TB HDD | Late 2012 (MD093LL / A),999.99,9.195.843,0,1282
WOE0006-A,Open - Wowewa Protector Tempered Glass iPhone 6s Plus / 6 Plus 3D White,3D tempered glass protector: covers all edges for iPhone 6s Plus / 6 Plus,16.99,120.145,0,1298
SAT0002-A,Open - Satechi USB Hub Slim-C to USB-A / HDMI 4K / USB-C Space Gray,Aluminum adapter with USB Type-C 4K HDMI port and two USB Type-A ports for Mac and PC,79.99,305.128,0,1298
APP0401-A,Open - Apple USB SuperDrive (June 2012 Model),New CD / DVD retina MacBook Pro MacBook Air iMac Mac Pro and Mac Mini.,89.0,795.887,0,1298
WAC0162-A,(Open) Wacom Intuos Creative Art Pen & Touch M Black,Graphical touch tablet with pen and digital toolbox for Mac and PC.,199.99,1.562.733,0,1298
WAC0095-A,Open - Wacom Intuos Pro S Graphics Tablet,Professional Graphics Tablet with Stylus for Mac and PC.,224.99,1.897.789,0,1298
PAC1916,"Second hand - Apple iMac 27 ""Core i5 Quad-Core 27GHz | 4GB RAM | 1TB HDD | Mid 2011 (MC813LL / A)",IMac computers used 27-inch Core i5 Quad-Core 27GHz | 4GB RAM | 1TB HDD | Mid 2011 (MC813LL / A),1699.0,10.505.945,0,1282
PAC1919,Second hand - Apple Mac mini Core i5 23GHz | 4GB RAM | 500GB HDD | Mid 2011 (MC815LL / A),Mac mini computer used 23GHz Core i5 | 4GB RAM | 500GB HDD | Mid 2011 (MC815LL / A),489.99,4.605.841,0,1282
SEA0111,"Thin Laptop Hard Disk Seagate 500GB 25 ""SATA III 7200rpm",7mm internal hard drive with 500GB capacity designed for portable Mac and PC,69.99,585.834,0,12655397
LAC0179,12TB LaCie 2big Thunderbolt 2,Dual RAID disk box 12TB Thunderbolt 2 for Mac and PC,719.0,6.539.941,0,11935397
SAT0005-A,Open - Satechi Mat Aluminum Gray Space,Reconditioned mat aluminum ultra soft and non-slip surface finish for Mac,29.99,98.455,0,1298
SAT0018-A,Open - Satechi Aluminum Rose Gold iPhone Support,Stand with aluminum finish Lightning access to cable and non-slip surface for iPhone and iPod,34.99,110.513,0,1298
GRT0406-A,Open - Griffin Survivor Summit Resistant Case iPhone 6 / 6S Plus Black / Transparent,Rigid housing with protective screen and clip support for iPhone 6 / 6S Plus.,44.99,299.899,0,1298
WDT0361-A,Open - My Passport for Mac 1TB External Hard Drive USB 3.0 Black 25,1TB external hard drive crisp and design compatible with Apple Time Machine for Mac,79.99,74.66,0,1298
BNQ0046-A,Open - BenQ EW2775ZH VA Panel Monitor 27 Slim Speakers 2Wx2,Monitor slim frame 27 Intelligent Brightness technology and integrated speakers for Mac and PC,219.99,1.895.239,0,1298
WDT0323-A,Open - WD My Cloud EX4100 NAS server Mac and PC,NAS 4-bay Network Storage 3 USB 3.0 ports (one port direct copy) for Mac and PC,339.99,2.815.511,0,1298
LGE0032-A,"Open - LG 24MP88HV Monitor 24 ""IPS MaxxAudio UltraSlim sRBG 99%",Monitor sRGB99% 24 FHD thin frame 2 speakers and multi functions for Mac and PC,239.0,2.140.111,0,1298
DLL0029-A,"Open - Dell U2415 Monitor 24 ""FHD",FHD 24-inch monitor with multiple ports for Mac and PC.,359.37,2.811.775,0,1298
PAC1922,"Second hand - Apple iMac 215 ""Core i5 Quad-Core 25GHz | 4GB RAM | 500GB HDD | Mid 2011 (MC309LL / A)",IMac used 215 inch i5 25GHz | 4GB RAM | 500GB HDD | Mid 2011 (MC309LL / A),1199.0,7.755.846,0,1282
NTE0039-A,Open - KX NuGuard NewerTech iPhone Case SE / 5s / 5 Black,IPhone Case SE / 5s / 5 ultra resistant for extreme conditions,60.99,78.986,0,11865403
TUC0249-A,"Open - Tucano Nido Hard-Shell Case MacBook Pro Retina 13 ""Black",rigid and slicked with rubber feet for MacBook Retina 13 inch casing.,29.9,202.898,0,13835403
OTT0099-A,Open - Clear Case OtterBox Symmetry iPhone 6 / 6S Plus Transparent / Gray,Protective housing with rear transparent and customizable for iPhone 6 Plus.,34.99,269.903,0,1298
OWC0035-A,Open - Mac OWC Memory 4GB 1066Mhz DDR3 SO-DIMM,4GB RAM Mac mini iMac MacBook and MacBook Pro (2008/10).,43.99,439.896,0,1298
PAC1925,"Second hand - Apple iMac 27 ""Core i5 Quad-Core 27GHz | 8GB RAM | 1TB HDD | Mid 2011 (MC813LL / A)",IMac computers used 27-inch Core i5 Quad-Core 27GHz | 8GB RAM | 1TB HDD | Mid 2011 (MC813LL / A),969.99,906.584,0,1282
PAC1921,"Second hand - Apple iMac 20 ""Core 2 Duo 24GHz | 3GB RAM | 250GB HDD | Early 2008",IMac used 20 inch Core 2 Duo 24GHz | 3GB RAM | 250GB HDD | Early 2008 (MB323LL / A),1199.0,3.255.844,0,1282
PAC1920,"Second hand - Apple iMac 20 ""Core 2 Duo 24GHz | 2GB RAM | 250GB HDD",IMac used 20 inch Core 2 Duo 24GHz | 2GB RAM | 250GB HDD,1199.0,3.365.845,0,"5,43E+15"
PAC1933,"Second hand - Apple iMac 215 ""Core i5 Quad-Core | 4GB RAM | 500GB HDD",Computer Refurbished iMac Core i5 215 inches 25GHz | 4GB RAM | 500GB HDD,1199.0,7.289.951,0,"5,72E+15"
